,Unnamed: 0,State,City,Population,Total (Violent and Property),Murder/Manslaughter,Rape,Robbery,Assault,Total Violent,Burglary,Larceny/Theft,Vehicle Theft,Total Property,Arson,blue,adm1_code,population,geometry
67,72,Ohio,Columbus,905748,4501.8,16.28,105.37,225.06,166.7,513.41,815.29,2650.87,478.79,3944.94,43.45,Red,USA-3550,11536504,"POLYGON ((-82.210661 38.57948, -82.340834 38.440832, -82.58901 38.415433, -82.775278 38.511216, -82.855195 38.65144, -83.044641 38.634515, -83.258943 38.57948, -83.434617 38.637151, -83.672742 38.609117, -83.826738 38.690068, -84.038948 38.760994, -84.30459 38.986923, -84.481324 39.083248, -84.82368 39.106528, -84.817866 39.799742, -84.809934 40.77286, -84.806756 41.677741, -84.295056 41.685156, -83.839967 41.685156, -83.462678 41.694148, -83.142 41.975681, -83.121898 41.949739, -83.02981 41.832796, -82.866306 41.752878, -82.690089 41.675105, -82.439278 41.675105, -82.213323 41.77882, -81.974138 41.88889, -81.76087 41.986791, -81.507397 42.103735, -81.277747 42.209026, -81.027969 42.247137, -80.682434 42.299511, -80.520506 42.324394, -80.516268 42.32491, -80.516268 42.324394, -80.51893 40.641111, -80.657552 40.59083, -80.615229 40.463835, -80.661789 40.233643, -80.764987 39.973297, -80.861829 39.757393, -80.878753 39.654221, -81.150752 39.426147, -81.266094 39.377442, -81.401047 39.349407, -81.522228 39.371628, -81.745005 39.199649, -81.785752 39.019221, -81.816964 38.921836, -81.905874 38.882149, -81.91856 38.993796, -82.05403 39.018161, -82.194797 38.801198, -82.210661 38.57948))"
68,73,Ohio,Toledo,270871,4003.74,12.63,59.94208333333333,281.47,661.82,726.7248958333333,1119.75,2615.15,268.84,4003.74,24.661956521739135,Red,USA-3550,11536504,"POLYGON ((-82.210661 38.57948, -82.340834 38.440832, -82.58901 38.415433, -82.775278 38.511216, -82.855195 38.65144, -83.044641 38.634515, -83.258943 38.57948, -83.434617 38.637151, -83.672742 38.609117, -83.826738 38.690068, -84.038948 38.760994, -84.30459 38.986923, -84.481324 39.083248, -84.82368 39.106528, -84.817866 39.799742, -84.809934 40.77286, -84.806756 41.677741, -84.295056 41.685156, -83.839967 41.685156, -83.462678 41.694148, -83.142 41.975681, -83.121898 41.949739, -83.02981 41.832796, -82.866306 41.752878, -82.690089 41.675105, -82.439278 41.675105, -82.213323 41.77882, -81.974138 41.88889, -81.76087 41.986791, -81.507397 42.103735, -81.277747 42.209026, -81.027969 42.247137, -80.682434 42.299511, -80.520506 42.324394, -80.516268 42.32491, -80.516268 42.324394, -80.51893 40.641111, -80.657552 40.59083, -80.615229 40.463835, -80.661789 40.233643, -80.764987 39.973297, -80.861829 39.757393, -80.878753 39.654221, -81.150752 39.426147, -81.266094 39.377442, -81.401047 39.349407, -81.522228 39.371628, -81.745005 39.199649, -81.785752 39.019221, -81.816964 38.921836, -81.905874 38.882149, -81.91856 38.993796, -82.05403 39.018161, -82.194797 38.801198, -82.210661 38.57948))"
69,74,Oklahoma,Oklahoma City,648260,4552.5,12.49,73.12,172.77,528.95,787.34,941.75,2378.83,431.93,3752.51,12.65,Red,USA-3533,3751351,"POLYGON ((-94.628611 36.540586, -94.430174 35.483312, -94.451361 34.51071, -94.479912 33.635983, -94.910144 33.831785, -95.190592 33.938161, -95.418124 33.870414, -95.769498 33.881007, -95.977469 33.879431, -96.148906 33.797937, -96.316131 33.756131, -96.462711 33.805327, -96.796618 33.751351, -96.947953 33.918059, -97.104067 33.773598, -97.376583 33.838142, -97.657031 33.993713, -97.95709 33.893694, -98.088323 34.13448, -98.553979 34.110657, -98.851893 34.164633, -99.187403 34.235559, -99.336076 34.442963, -99.599083 34.3763, -99.761528 34.457794, -100.000195 34.565229, -100.000195 35.519848, -100.000195 36.499323, -101.000832 36.499323, -102.001495 36.499323, -103.001614 36.499323, -103.003216 36.995158, -102.041182 36.99198, -101.099792 36.993039, -100.100215 36.994099, -99.10007 36.995158, -97.299844 36.997277, -95.50016 36.998853, -94.622798 36.999912, -94.617501 36.999912, -94.628611 36.540586))"
70,75,Oklahoma,Tulsa,404868,6532.01,17.29,104.48,238.1,680.96,1040.83,1376.75,3224.26,854.6,5455.61,35.57,Red,USA-3533,3751351,"POLYGON ((-94.628611 36.540586, -94.430174 35.483312, -94.451361 34.51071, -94.479912 33.635983, -94.910144 33.831785, -95.190592 33.938161, -95.418124 33.870414, -95.769498 33.881007, -95.977469 33.879431, -96.148906 33.797937, -96.316131 33.756131, -96.462711 33.805327, -96.796618 33.751351, -96.947953 33.918059, -97.104067 33.773598, -97.376583 33.838142, -97.657031 33.993713, -97.95709 33.893694, -98.088323 34.13448, -98.553979 34.110657, -98.851893 34.164633, -99.187403 34.235559, -99.336076 34.442963, -99.599083 34.3763, -99.761528 34.457794, -100.000195 34.565229, -100.000195 35.519848, -100.000195 36.499323, -101.000832 36.499323, -102.001495 36.499323, -103.001614 36.499323, -103.003216 36.995158, -102.041182 36.99198, -101.099792 36.993039, -100.100215 36.994099, -99.10007 36.995158, -97.299844 36.997277, -95.50016 36.998853, -94.622798 36.999912, -94.617501 36.999912, -94.628611 36.540586))"
71,76,Oregon,Portland,610343,6239.99,3.7,67.45,160.92,283.64,515.7,729.13,3824.56,1123.33,5677.02,47.27,Blue,USA-3525,3831074,"POLYGON ((-117.028252 42.000021, -117.028252 41.997359, -119.998976 41.992605, -124.213809 41.999478, -124.53284 42.76599, -124.14214 43.70838, -123.89893 45.52341, -123.998676 46.283069, -123.776704 46.282033, -123.471373 46.277253, -123.228494 46.186251, -122.937969 46.129097, -122.752244 45.938075, -122.725786 45.770333, -122.651708 45.630083, -122.420456 45.591998, -122.174915 45.59515, -121.788091 45.700983, -121.561077 45.732764, -121.203889 45.689899, -121.046741 45.637499, -120.837193 45.672949, -120.609636 45.7539, -120.158268 45.740671, -119.787309 45.850768, -119.59205 45.932235, -119.337 45.888336, -118.978236 45.992568, -116.915003 45.999983, -116.678997 45.807359, -116.511255 45.726408, -116.457796 45.574531, -116.558875 45.444358, -116.693285 45.186648, -116.836145 44.863851, -117.051532 44.665956, -117.192299 44.438942, -117.194391 44.279132, -117.007607 44.21141, -116.926656 44.081211, -117.013963 43.797069, -117.028252 42.000021))"
72,77,Pennsylvania,Philadelphia,1603797,4037.27,20.06,75.02,382.46,470.04,947.58,418.25,2297.23,348.0,3063.48,26.21,Blue,USA-3560,12702379,"POLYGON ((-74.891754 40.081791, -75.12882 39.9495, -75.200805 39.887049, -75.405573 39.795504, -75.62096 39.847361, -75.710903 39.802377, -75.787642 39.723545, -76.668183 39.720883, -77.523299 39.725663, -78.232919 39.7214, -78.549903 39.719824, -79.477521 39.720883, -80.51893 39.720883, -80.51893 40.641111, -80.516268 42.324394, -80.516268 42.32491, -80.247448 42.3662, -79.772638 42.546275, -79.760087 42.500068, -79.760087 42.000021, -78.200648 42.000021, -76.743837 42.000537, -75.385471 41.998961, -75.16799 41.841787, -75.048928 41.751302, -75.075386 41.641231, -75.010816 41.49571, -74.840439 41.426386, -74.679028 41.355486, -74.801268 41.311561, -74.975909 41.087725, -75.135718 40.999875, -75.082259 40.869702, -75.199203 40.747461, -75.203957 40.586619, -75.095488 40.55538, -75.078022 40.449547, -74.763183 40.190777, -74.891754 40.081791))"
73,78,Pennsylvania,Pittsburgh,305932,3815.23,17.98,29.42,262.15,346.81,656.36,526.26,2365.89,222.27,3114.42,44.45,Blue,USA-3560,12702379,"POLYGON ((-74.891754 40.081791, -75.12882 39.9495, -75.200805 39.887049, -75.405573 39.795504, -75.62096 39.847361, -75.710903 39.802377, -75.787642 39.723545, -76.668183 39.720883, -77.523299 39.725663, -78.232919 39.7214, -78.549903 39.719824, -79.477521 39.720883, -80.51893 39.720883, -80.51893 40.641111, -80.516268 42.324394, -80.516268 42.32491, -80.247448 42.3662, -79.772638 42.546275, -79.760087 42.500068, -79.760087 42.000021, -78.200648 42.000021, -76.743837 42.000537, -75.385471 41.998961, -75.16799 41.841787, -75.048928 41.751302, -75.075386 41.641231, -75.010816 41.49571, -74.840439 41.426386, -74.679028 41.355486, -74.801268 41.311561, -74.975909 41.087725, -75.135718 40.999875, -75.082259 40.869702, -75.199203 40.747461, -75.203957 40.586619, -75.095488 40.55538, -75.078022 40.449547, -74.763183 40.190777, -74.891754 40.081791))"
74,79,Tennessee,Memphis,652765,8357.07,27.73,90.38,529.59,1355.62,2003.32,1460.25,4224.49,613.08,6297.83,55.92,Red,USA-3551,6346105,"POLYGON ((-81.679376 36.585571, -81.704775 36.460152, -81.693664 36.317293, -81.897399 36.27391, -82.051394 36.106143, -82.22389 36.125728, -82.593248 35.937342, -82.674225 36.025192, -82.925579 35.889722, -82.920282 35.81722, -83.110787 35.737328, -83.209722 35.648961, -83.438338 35.562687, -83.673285 35.51667, -83.87596 35.490211, -84.01776 35.369004, -84.087084 35.261595, -84.298751 35.198627, -84.320972 34.98696, -84.854376 34.976909, -85.625388 34.985901, -86.909677 34.99913, -88.166964 34.999673, -89.263926 35.021351, -90.24924 35.020834, -90.134932 35.113955, -90.147102 35.404997, -89.988894 35.536229, -89.950266 35.701878, -89.775109 35.799236, -89.673513 35.940003, -89.662919 36.023073, -89.585121 36.267011, -89.524272 36.409354, -89.498356 36.506196, -88.069606 36.497204, -88.072784 36.654378, -87.874346 36.656497, -87.842049 36.61097, -87.216583 36.639004, -86.677882 36.633733, -86.092621 36.625775, -85.519012 36.597741, -85.231149 36.60991, -84.350091 36.567045, -83.673285 36.599859, -82.186322 36.565985, -81.679376 36.585571))"
75,80,Tennessee,Nashville,674942,4966.5,16.3,72.9,303.14,745.84,1138.17,631.31,2806.61,380.03,3817.96,10.37,Red,USA-3551,6346105,"POLYGON ((-81.679376 36.585571, -81.704775 36.460152, -81.693664 36.317293, -81.897399 36.27391, -82.051394 36.106143, -82.22389 36.125728, -82.593248 35.937342, -82.674225 36.025192, -82.925579 35.889722, -82.920282 35.81722, -83.110787 35.737328, -83.209722 35.648961, -83.438338 35.562687, -83.673285 35.51667, -83.87596 35.490211, -84.01776 35.369004, -84.087084 35.261595, -84.298751 35.198627, -84.320972 34.98696, -84.854376 34.976909, -85.625388 34.985901, -86.909677 34.99913, -88.166964 34.999673, -89.263926 35.021351, -90.24924 35.020834, -90.134932 35.113955, -90.147102 35.404997, -89.988894 35.536229, -89.950266 35.701878, -89.775109 35.799236, -89.673513 35.940003, -89.662919 36.023073, -89.585121 36.267011, -89.524272 36.409354, -89.498356 36.506196, -88.069606 36.497204, -88.072784 36.654378, -87.874346 36.656497, -87.842049 36.61097, -87.216583 36.639004, -86.677882 36.633733, -86.092621 36.625775, -85.519012 36.597741, -85.231149 36.60991, -84.350091 36.567045, -83.673285 36.599859, -82.186322 36.565985, -81.679376 36.585571))"
76,81,Texas,Arlington,397377,3721.91,4.78,63.92,144.95,303.24,516.89,453.22,2402.25,342.24,3197.72,7.3,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
77,82,Texas,Austin,971949,3612.23,2.57,85.81,101.55,224.91,414.84,450.64,2525.03,213.9,3189.57,7.82,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
78,83,Texas,Corpus Christi,329256,4285.11,6.38,70.46,142.75,482.91,702.49,677.89,2665.4,222.02,3565.31,17.31,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
79,84,Texas,Dallas,1304379,3985.95,12.48,62.08,327.0,373.09,774.64,737.66,1856.26,591.16,3185.09,26.22,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
80,85,Texas,El Paso,688667,2203.25,2.76,53.87,58.08,264.13,378.85,188.33,1514.37,116.17,1818.88,5.52,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
81,86,Texas,Fort Worth,873069,3792.83,8.02,65.17,147.3,339.72,560.21,585.98,2319.4,309.94,3215.32,17.3,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
82,87,Texas,Allen,236243,3355.44,3.39,54.6,135.03,123.6,316.62,513.88,2175.73,342.87,3032.47,6.35,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
83,88,Texas,Houston,2304580,5252.08,11.5,58.42,417.96,607.34,1095.23,731.66,2900.82,495.93,4128.41,28.44,Red,USA-3536,25145561,"POLYGON ((-93.578236 31.216131, -93.489844 31.079602, -93.586168 30.71394, -93.650195 30.605471, -93.737503 30.366803, -93.664484 30.30014, -93.66712 30.100644, -93.816878 29.968352, -93.918474 29.821772, -93.84842 29.71363, -94.690003 29.479932, -95.60018 28.738556, -96.593943 28.307291, -97.140034 27.829981, -97.370227 27.38019, -97.379761 26.690154, -97.330023 26.210209, -97.140034 25.869946, -97.530036 25.839793, -98.240174 26.059934, -99.020178 26.370019, -99.300109 26.839912, -99.520225 27.539999, -100.110266 28.109912, -100.455801 28.696233, -100.95745 29.380972, -101.66229 29.779423, -102.479863 29.759863, -103.110109 28.969808, -103.939826 29.269842, -104.456823 29.571994, -104.705541 30.121805, -105.03733 30.644099, -105.631583 31.083839, -106.142766 31.399737, -106.507344 31.754289, -106.619533 31.914099, -106.630127 31.999287, -105.730001 31.999287, -103.929775 31.999287, -103.001614 31.999287, -103.001614 33.879948, -103.001614 36.499323, -102.001495 36.499323, -101.000832 36.499323, -100.000195 36.499323, -100.000195 35.519848, -100.000195 34.565229, -99.761528 34.457794, -99.599083 34.3763, -99.336076 34.442963, -99.187403 34.235559, -98.851893 34.164633, -98.553979 34.110657, -98.088323 34.13448, -97.95709 33.893694, -97.657031 33.993713, -97.376583 33.838142, -97.104067 33.773598, -96.947953 33.918059, -96.796618 33.751351, -96.462711 33.805327, -96.316131 33.756131, -96.148906 33.797937, -95.977469 33.879431, -95.769498 33.881007, -95.418124 33.870414, -95.190592 33.938161, -94.910144 33.831785, -94.479912 33.635983, -94.427538 33.57038, -94.233338 33.583609, -94.002086 33.579914, -94.059757 33.01212, -93.998908 31.94265, -93.834861 31.829944, -93.779309 31.675431, -93.69412 31.443662, -93.578236 31.216131))"
